CCLE_ID	depMapID	Name	Pathology	Site_Primary	Site_Subtype1	Site_Subtype2	Site_Subtype3	Histology	Hist_Subtype1	Hist_Subtype2	Hist_Subtype3	Gender	Life_Stage	Age	Race	Geo_Loc	inferred_ethnicity	Site_Of_Finding	Disease	Annotation_Source	Original.Source.of.Cell.Line	Characteristics	Growth.Medium	Supplements	Freezing.Medium	Doubling.Time.from.Vendor	Doubling.Time.Calculated.hrs	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	tcga_code
ISTMES1_PLEURA	ACH-000569	IST-MES1	primary	pleura	NS	NS	NS	mesothelioma	NS	NS	NS	female		70	caucasian		Caucasian			CCLE	GNF						NA	mesothelioma	mesothelioma	Lung:Mesothelioma	114.6441614	MESO
NCIH1734_LUNG	ACH-000675	NCI-H1734	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		56			Caucasian			CCLE	ATCC	Adherent	RPMI-1640  +10% FBS	NA	5%DMSO		NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	153.1393568	LUAD
NCIH2342_LUNG	ACH-000951	NCI-H2342	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		55	caucasian		Caucasian			CCLE	ATCC	mix	DMEM:F12(1:1) + 10%FBS	".005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol,  2 mM L-glutamine"	5 % DMSO		324.8	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	508.1042285	LUAD
EBC1_LUNG	ACH-000563	EBC-1	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		69			Asian		lung_cancer	CCLE	RIKEN	"ADHERENT, EPITHIAL-LIKE"	MEM+10%FBS	NA	5% DMSO		80.5	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	161.3592702	LUSC
YMB1_BREAST	ACH-001249	YMB-1	primary	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		63	caucasian		Caucasian			CCLE	NA	NA	NA	NA	NA	NA	NA	breast	breast	NA	NA	BRCA
OC316_OVARY	ACH-001145	OC 316	primary	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		60			Caucasian			CCLE	ICLC	Monolayer Epithelial	RPMI-1640+ 5% FBS	2mM L-Glutamine	10%DMSO		48.7	ovary	ovary	NA	NA	OV
HS936T_SKIN	ACH-000801	Hs 936.T	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		NA			Caucasian			CCLE	GNF						NA	melanoma	melanoma	Skin:Melanoma	172.2454153	SKCM
T173_FIBROBLAST	ACH-000529	T1-73	primary	bone	NS	NS	NS	osteosarcoma	NS	NS	NS			NA			Caucasian			CCLE	ATCC	adherent fibroblasts	DMEM + 10% FBS	"4.5 g/L glucose, 1.5 g/L sodium bicarbonate"	5%DMSO		121.2	osteosarcoma	fibroblast_like	Bone:Sarcoma_Osteo	101.6822973	SARC
NCIH322_LUNG	ACH-000837	NCI-H322	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		52	caucasian		Caucasian		lung_cancer	CCLE	EACC	Adherent	RPMI1640+10%FBS	2mM L-Glutamine			60.7	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	207.8568338	LUAD
HS618T_FIBROBLAST	ACH-000539	Hs 618.T	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		60	caucasian		Caucasian			CCLE	ATCC	Adherent	DMEM +10 %FBS	"4.5 g/L glucose, 1.5 g/L sodium bicarbonate"	5%DMSO		30	lung_NSC	fibroblast_like	Lung:NSCLC_Adeno	108.9966548	LUAD
HS870T_FIBROBLAST	ACH-000340	Hs 870.T	primary	bone	NS	NS	NS	osteosarcoma	NS	NS	NS			NA			Caucasian			CCLE	GNF						NA	osteosarcoma	fibroblast_like	Bone:Sarcoma_Osteo	90.68523156	SARC
HS706T_BONE	ACH-000071	Hs 706.T	primary	bone	NS	NS	NS	giant_cell_tumour	NS	NS	NS	female		16	caucasian		Caucasian			CCLE	GNF						NA	giant_cell_tumour	giant_cell_tumour	NA	83.60584105	NA
PANC1_PANCREAS	ACH-000164	PANC-1	primary	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male		56	caucasian		Caucasian			CCLE	NIBRI						35.8	pancreas	pancreas	Pancreas:Carcinoma	90.99857815	PAAD
NCIH2291_LUNG	ACH-000718	NCI-H2291	metastasis	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		NA			Caucasian	lymph_node		CCLE	ATCC	"Adherent , small pools of cells with large extracel. Space"	RPMI 1640 +10% FBS	NA	5%DMSO		NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	159.0117836	LUAD
T47D_BREAST	ACH-000147	T-47D	metastasis	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		54			Caucasian	pleura	breast_cancer	CCLE	ATCC	Adherent epithelial	RPMI-1640 + 10% FBS	0.2 Units/ml bovine insulin	5%DMSO		188.6	breast	breast	Breast:Carcinoma	89.96583328	BRCA
HS742T_FIBROBLAST	ACH-000230	Hs 742.T	primary	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		71	caucasian		Caucasian			CCLE	ATCC	adherent fibroblast	DMEM+10% FBS	NA	5% DMSO		NA	breast	fibroblast_like	NA	100.7269609	NA
BICR56_UPPER_AERODIGESTIVE_TRACT	ACH-000771	BICR 56	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		NA	caucasian		Caucasian			CCLE	ECACC	adherent epithelial	DMEM + 10% FBS	2mM GLUTAMINE+0.4UG/ML HYDROCORTISONE	5%DMSO		142.7	upper_aerodigestive	upper_aerodigestive	NA	157.1906164	HNSC
BICR16_UPPER_AERODIGESTIVE_TRACT	ACH-000503	BICR 16	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		NA	caucasian		Caucasian			CCLE	ECACC	ADHERENT	DMEM+10% FBS	2mM L-GLUTAMINE + 0.4UG/ML HYDROCORTISONE	5%DMSO		85.6	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	124.7421995	HNSC
TE10_OESOPHAGUS	ACH-000318	TE-10	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			Asian			CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	126.1761027	ESCA
SKMEL28_SKIN	ACH-000615	SK-MEL-28	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		51			Caucasian		skin_cancer	CCLE	NIBRI						NA	melanoma	melanoma	Skin:Melanoma	124.5888771	SKCM
BICR6_UPPER_AERODIGESTIVE_TRACT	ACH-000415	BICR 6	primary	upper_aerodigestive_tract	pharynx	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		NA	caucasian		Caucasian			CCLE	ECACC	Adherent keratinocyte	DMEM+10%FBS	2mM L-Glutamine ; 0.4 ug/ml Hydrocortisone	5% DMSO		119.4	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	108.9208548	HNSC
BHY_UPPER_AERODIGESTIVE_TRACT	ACH-000548	BHY	primary	upper_aerodigestive_tract	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		52	asian		Asian			CCLE	DSMZ	"epithelial- like polygonal or round and flat cells (sometimes spindle- form, very heterogenous) growing in monolayers"	DMEM + 10% FBS	N/A	10%DMSO	~  70 hrs	67.6	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	158.748475	HNSC
AZ521_SMALL_INTESTINE	ACH-001015	AZ-521	metastasis	stomach	NS	NS	NS	carcinoma	NS	NS	NS			NA	asian	japan	African_american	NS		CCLE	NA	NA	NA	NA	NA	NA	NA	stomach	other	NA	NA	NA
SH4_SKIN	ACH-000441	SH-4	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female		60	caucasian		Caucasian	pleura		CCLE	ATCC	mixture of spindle-shaped and epithelial-like cells	DMEM+10% FBS	NA	5%DMSO		68.9	melanoma	melanoma	Skin:Melanoma	109.5410231	SKCM
KPL1_BREAST	ACH-000028	KPL-1	metastasis	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		50	asian	japan	Caucasian	pleura	breast_cancer	CCLE	DSMZ	adherent growing in monolayers(very dense colonies)	90% Dulbecco's MEM + 10% h.i. FBS	NA		~  50 hrs	NA	breast	breast	Breast:Carcinoma	117.7551518	BRCA
CGTHW1_THYROID	ACH-001023	CGTH-W-1	metastasis	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS	female		70	asian	chinese	Caucasian	sternum		CCLE	DSMZ	Adherent large epitheloid cells with long processes growing in monolayers with multilayer foci	RPMI1640+10%FBS	NA	10%DMSO	20-25hrs	31.6	thyroid	thyroid	Thyroid:Carcinoma	NA	THCA
TUHR4TKB_KIDNEY	ACH-000495	TUHR4TKB	primary	kidney	NS	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	RIKEN	adherent	DMEM+10% FBS	NA	5% DMSO		88.4	kidney	kidney	Kidney:Carcinoma	119.3989118	KIRC
LS123_LARGE_INTESTINE	ACH-000501	LS123	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		65	caucasian		Caucasian			CCLE			EMEM+10%FBS	NA	5%DMSO		NA	colorectal	colorectal	Colorectal:Carcinoma	110.6272486	COAD/READ
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000004	HEL	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS	male		30			Caucasian			CCLE	DSMZ	"Round cells to occasionally polynucleated, single cells in suspension, few adherent"	RPMI1640+10%FBS	NA	10%DMSO	36 hrs	38.4	AML	AML	Leukemia:AML	98.18537713	LAML
HPAC_PANCREAS	ACH-000270	HPAC	primary	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		64	caucasian		Caucasian		Pancreatic Cancer	CCLE	ATCC	ADHERENT EPITHELIAL;	DMEM:F12 + 5% FBS	Insulin + EGF	5%DMSO		69.7	pancreas	pancreas	Pancreas:Carcinoma	98.3442931	PAAD
RCC10RGB_KIDNEY	ACH-000189	RCC10RGB	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male		NA	asian		Asian			CCLE	RIKEN	ADHERENT; EPITHELIAL-LIKE	DMEM+10% FBS	NA	5%DMSO		122.9	kidney	kidney	Kidney:Carcinoma	130.9359681	KIRC
JHOM1_OVARY	ACH-000237	JHOM-1	primary	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		NA			Asian			CCLE	RIKEN	ADHERENT; EPITHELIAL-LIKE	DMEM:F12+10% FBS	0.1mM NEAA	5%DMSO		60	ovary	ovary	Ovary:Carcinoma	102.7469499	OV
SU8686_PANCREAS	ACH-000114	SU.86.86	primary	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		57	caucasian		Caucasian			CCLE	NIBRI		RPMI-1640+10% FBS	NA	5% DMSO		62.1	pancreas	pancreas	Pancreas:Carcinoma	82.22981768	PAAD
HCC33_LUNG	ACH-000515	HCC-33	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		52	caucasian		Caucasian	pleura	lung_cancer	CCLE	DSMZ	ROUND TO OVOID CELLS GROWING SINGLY OR IN CLUMPS	RPMI-1640+20% FBS	NA	5% DMSO	40 hrs	93.7	lung_small_cell	lung_small_cell	Lung:SCLC	126.7459796	SCLC
TE6_OESOPHAGUS	ACH-000605	TE-6	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			Asian			CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	151.5654424	ESCA
JHOC5_OVARY	ACH-000324	JHOC-5	primary	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female		NA			Asian			CCLE	RIKEN	epithelial-like	(DMEM: HamF12=1:1) +10%FBS	0.1mM NEAA		NA	NA	ovary	ovary	Ovary:Carcinoma	155.1495548	OV
ACCMESO1_PLEURA	ACH-000086	ACC-MESO-1	metastasis	pleura	NS	NS	NS	mesothelioma	NS	NS	NS			NA			Asian	pleura		CCLE	RIKEN	fibroblast-like	RPMI 1640 +10% FBS	NA		NA	NA	mesothelioma	mesothelioma	Lung:Mesothelioma	112.0205451	MESO
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000245	BL-41	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Burkitt_lymphoma	NS	NS	male		8	caucasian		Caucasian			CCLE	DSMZ	Adherent	RPMI + 10 % FBS	NA	5%DMSO		25.5	lymphoma_Burkitt	lymphoma_Burkitt	Lymphoma:NH_B_cell	84.59612727	DLBC
SNU1214_UPPER_AERODIGESTIVE_TRACT	ACH-000715	SNU-1214	primary	upper_aerodigestive_tract	larynx	glottis	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		55	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		96 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	193.9530872	HNSC
CORL105_LUNG	ACH-000161	COR-L105	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		NA	caucasian		Caucasian			CCLE	GNF						NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	86.52454761	LUAD
LMSU_STOMACH	ACH-000255	LMSU	metastasis	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Asian	lymph_node		CCLE	RIKEN	epithelial-like	HamF10 +10% FBS	NA		NA	NA	stomach	stomach	Gastric:Carcinoma	127.4914675	STAD
SNU1197_LARGE_INTESTINE	ACH-000412	SNU-1197	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male		70	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640 with glutamine(300mg/L), 90%,heat inactivated fetal bovine serum (FBS)10%"	25mM Hepes and 25mM NaHCo3		60 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	150.2724369	COAD/READ
COLO668_LUNG	ACH-000803	COLO 668	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female		47			Caucasian	brain		CCLE	ECACC						NA	lung_small_cell	lung_small_cell	Lung:SCLC	185.27297	SCLC
OSRC2_KIDNEY	ACH-000159	OS-RC-2	primary	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male		NA			Asian			CCLE	RIKEN	epithelial-like	RPMI 1640 +10% FBS	NA		NA	NA	kidney	kidney	Kidney:Carcinoma	96.71783566	KIRC
HUH6_LIVER	ACH-000671	HuH-6	primary	liver	NS	NS	NS	other	hepatoblastoma	NS	NS	male	pediatric	NA	asian	japan	Asian			CCLE	RIKEN	epithelial-like	DMEM + 10%FBS	NA		NA	NA	liver	liver	Liver:Hepatoblastoma	174.0189681	LIHC
PANC0203_PANCREAS	ACH-000042	Panc 02.03	primary	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	female		70	caucasian		Caucasian			CCLE	ATCC	adherent	RPMI + 10% FBS	NA	5% DMSO		102.2	pancreas	pancreas	Pancreas:Carcinoma	65.59323234	PAAD
CJM_SKIN	ACH-000458	CJM	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS			NA			Asian	NS		CCLE	RIKEN	epithelial-like	HamF10 +10% FBS	NA		NA	NA	melanoma	melanoma	Skin:Melanoma	148.4423551	SKCM
BICR22_UPPER_AERODIGESTIVE_TRACT	ACH-000794	BICR 22	metastasis	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		NA	caucasian		Caucasian			CCLE	ECACC	"adherent; epithelial, keratinocyte"	DMEM+20% FBS	"2mM L-glutamine, 0.4ug/ml hydrocortisone"	5%DMSO		66	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	178.5846787	HNSC
SHSY5Y_AUTONOMIC_GANGLIA	ACH-001188	SH-SY5Y	metastasis	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	female		4			NA	bone_marrow		CCLE	ATCC		DMEM:F12 +10% FBS	NA	5%DMSO		88.1	neuroblastoma	neuroblastoma	NA	NA	NB
TM31_CENTRAL_NERVOUS_SYSTEM	ACH-000592	TM-31	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS			NA			Asian			CCLE	RIKEN	fibroblast-like	MEM +10%FBS	NA		NA	NA	glioma	glioma	CNS:Glioma	173.450738	NA
SNU1272_KIDNEY	ACH-000513	SNU-1272	primary	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	female		63	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		153 hrs	NA	kidney	kidney	Kidney:Carcinoma	162.6978801	KIRC
KPNRTBM1_AUTONOMIC_GANGLIA	ACH-000345	KP-N-RT-BM-1	metastasis	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS			NA			Asian	bone_marrow	neuroblastoma	CCLE	HSSRB	neuroblast-like	RPMI 1640 medium with 10% fetal bovine serum	NA		NA	404.8	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	121.7551211	NB
BICR18_UPPER_AERODIGESTIVE_TRACT	ACH-000992	BICR 18	primary	upper_aerodigestive_tract	larynx	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		NA			Caucasian			CCLE	ECACC						NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	212.3890798	HNSC
TE4_OESOPHAGUS	ACH-000917	TE-4	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			Asian			CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	398.1513421	ESCA
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001162	PCM6	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS			NA			Asian			CCLE	Riken	Suspension; plamacyte-like	McCoy's 5A +20% FBS	NA	5%DMSO		NA	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	NA	MM
ECC10_STOMACH	ACH-000560	ECC10	metastasis	stomach	NS	NS	NS	carcinoma	small_cell_adenocarcinoma	NS	NS			NA			Asian	liver		CCLE	RIKEN	other	RPMI 1640 +10%FBS	NA		NA	NA	stomach	stomach	Gastric:Carcinoma	158.8387503	STAD
TUHR14TKB_KIDNEY	ACH-000317	TUHR14TKB	primary	kidney	NS	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	RIKEN	ADHERENT; EPITHELIAL-LIKE	RPMI-1640+10%FBS	NA	5%DMSO		160.3	kidney	kidney	Kidney:Carcinoma	125.6648224	KIRC
YD15_SALIVARY_GLAND	ACH-000836	YD-15	primary	salivary_gland	tongue	NS	NS	carcinoma	mucoepidermoid_carcinoma	NS	NS	male		39	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		19.8 hrs	NA	other	upper_aerodigestive	Salivary_Gland:Carcinoma	195.9930868	HNSC
UBLC1_URINARY_TRACT	ACH-000741	U-BLC1	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female		NA			African_american			CCLE	ECACC	Adherent	2/3 DMEM:1/3 RPMI+10%FBS	2mM GLUTAMINE	5% DMSO		221.1	urinary_tract	urinary_tract	Bladder:Carcinoma	142.3789895	BLCA
ECGI10_OESOPHAGUS	ACH-000305	EC-GI-10	primary	oesophagus	NS	NS	NS	carcinoma	NS	NS	NS	male		65			Asian			CCLE	RIKEN	epithelial-like	HamF12+10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	120.3791123	ESCA
CW2_LARGE_INTESTINE	ACH-000998	CW-2	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	female		55			Asian			CCLE	RIKEN	epithelial-like	RPMI 1640(or DM-160AU) +10%FBS	NA		NA	NA	colorectal	colorectal	Colorectal:Carcinoma	2211.992655	COAD/READ
SNU761_LIVER	ACH-000537	SNU-761	primary	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male		49	asian		Asian			CCLE	KCLB	polygonal; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		24 hrs	NA	liver	liver	Liver:HCC	174.4659694	LIHC
SNU61_LARGE_INTESTINE	ACH-000532	SNU-61	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male		48	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		39 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	150.4874262	COAD/READ
NCIH1915_LUNG	ACH-000434	NCI-H1915	metastasis	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	female		61	caucasian		Caucasian	brain		CCLE	ATCC	adherent	RPMI 1640 +10% FBS	NA	5%DMSO		96.8	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	109.1253001	NA
SNU324_PANCREAS	ACH-000933	SNU-324	primary	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male		50	asian		Asian			CCLE	KCLB	epithelial;monolayer and floating	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		52 hrs	NA	pancreas	pancreas	Pancreas:Carcinoma	451.4936983	PAAD
YD10B_UPPER_AERODIGESTIVE_TRACT	ACH-000723	YD-10B	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		67	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		25.3 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	175.5844253	HNSC
HCC2279_LUNG	ACH-000731	HCC-2279	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		52	asian		Asian		lung_cancer	CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBs),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	189.5257761	LUAD
HLC1_LUNG	ACH-001088	HLC-1	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Asian			CCLE	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	NA	NA
TUHR10TKB_KIDNEY	ACH-000459	TUHR10TKB	primary	kidney	NS	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	kidney	kidney	Kidney:Carcinoma	168.6101635	KIRC
HEC1B_ENDOMETRIUM	ACH-000941	HEC-1-B	primary	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		71			Asian			CCLE	NIBRI						NA	endometrium	endometrium	Endometrium:Carcinoma	863.7979174	UCEC
VMRCLCP_LUNG	ACH-001234	VMRC-LCP	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			Caucasian			CCLE	HSRRB	mixed cells	EMEM+10% FBS	NEAA	5% DMSO		NA	lung_NSC	lung_NSC	NA	NA	NA
TGBC11TKB_STOMACH	ACH-000949	TGBC11TKB	metastasis	stomach	NS	NS	NS	carcinoma	NS	NS	NS	female		NA			Asian	lymph_node		CCLE	RIKEN	epithelial-like	DMEM +5%FBS	NA		NA	NA	stomach	stomach	Gastric:Carcinoma	506.6036089	STAD
OVK18_OVARY	ACH-000947	OVK18	primary	ovary	NS	NS	NS	carcinoma	endometrioid_carcinoma	NS	NS	female		NA			Asian			CCLE	Riken	Adherent	MEM+10% FBS	NA	5% DMSO		49.7	ovary	ovary	Ovary:Carcinoma	545.552709	OV
SNU1077_ENDOMETRIUM	ACH-000302	SNU-1077	primary	endometrium	NS	NS	NS	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	NS	NS	female		60	asian		Asian			CCLE	KCLB	polypoid; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		43 hrs	NA	endometrium	endometrium	Endometrium:Others	115.6656794	UCEC
HCC1588_LUNG	ACH-001078	HCC-1588	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		63			Caucasian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	lung_NSC	lung_NSC	Colorectal:Carcinoma	147.6715363	COAD/READ
SNU213_PANCREAS	ACH-000266	SNU-213	primary	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male		65	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		48 hrs	NA	pancreas	pancreas	Pancreas:Carcinoma	112.5727703	PAAD
HT115_LARGE_INTESTINE	ACH-000986	HT115	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS			NA			Caucasian			CCLE	ECACC	Epithelial adherent	DMEM+15%FBS	2Mm L-Glutamine	?		90.6	colorectal	colorectal	Colorectal:Carcinoma	1262.320071	COAD/READ
TE14_OESOPHAGUS	ACH-000726	TE-14	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			Asian			CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	186.2431572	ESCA
TE8_OESOPHAGUS	ACH-000452	TE-8	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			NA			Asian			CCLE	RIKEN	epithelial-like	RPMI 1640 +10%FBS	NA		NA	NA	esophagus	esophagus	Oesophagus:Carcinoma	120.1788709	ESCA
SNU520_STOMACH	ACH-000908	SNU-520	primary	stomach	NS	NS	NS	carcinoma	NS	NS	NS	female		60	asian	korea	Asian			CCLE	KCLB	floating aggregates; suspention	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	stomach	stomach	Gastric:Carcinoma	354.1772098	STAD
